Area,Highest qualification,Age group,Sex,Value,Flags
Hawke's Bay Region,No qualification,60-64 years,Male,1242,
Hawke's Bay Region,No qualification,60-64 years,Female,1509,
Hawke's Bay Region,Level 1 certificate,60-64 years,Male,582,
Hawke's Bay Region,Level 1 certificate,60-64 years,Female,834,
Hawke's Bay Region,Level 2 certificate,60-64 years,Male,306,
Hawke's Bay Region,Level 2 certificate,60-64 years,Female,291,
Hawke's Bay Region,Level 3 certificate,60-64 years,Male,162,
Hawke's Bay Region,Level 3 certificate,60-64 years,Female,159,
Hawke's Bay Region,Level 4 certificate,60-64 years,Male,735,
Hawke's Bay Region,Level 4 certificate,60-64 years,Female,285,
Hawke's Bay Region,Level 5 or level 6 diploma,60-64 years,Male,417,
Hawke's Bay Region,Level 5 or level 6 diploma,60-64 years,Female,630,
Hawke's Bay Region,Bachelor degree and level 7 qualification,60-64 years,Male,300,
Hawke's Bay Region,Bachelor degree and level 7 qualification,60-64 years,Female,363,
Hawke's Bay Region,Post-graduate and honours degrees,60-64 years,Male,66,
Hawke's Bay Region,Post-graduate and honours degrees,60-64 years,Female,84,
Hawke's Bay Region,Masters degree,60-64 years,Male,81,
Hawke's Bay Region,Masters degree,60-64 years,Female,54,
Hawke's Bay Region,Doctorate degree,60-64 years,Male,27,
Hawke's Bay Region,Doctorate degree,60-64 years,Female,12,
Hawke's Bay Region,Overseas secondary school qualification,60-64 years,Male,114,
Hawke's Bay Region,Overseas secondary school qualification,60-64 years,Female,177,
Hawke's Bay Region,Not elsewhere included,60-64 years,Male,468,
Hawke's Bay Region,Not elsewhere included,60-64 years,Female,594,
Taranaki Region,No qualification,60-64 years,Male,993,
Taranaki Region,No qualification,60-64 years,Female,1128,
Taranaki Region,Level 1 certificate,60-64 years,Male,381,
Taranaki Region,Level 1 certificate,60-64 years,Female,558,
Taranaki Region,Level 2 certificate,60-64 years,Male,165,
Taranaki Region,Level 2 certificate,60-64 years,Female,189,
Taranaki Region,Level 3 certificate,60-64 years,Male,96,
Taranaki Region,Level 3 certificate,60-64 years,Female,87,
Taranaki Region,Level 4 certificate,60-64 years,Male,570,
Taranaki Region,Level 4 certificate,60-64 years,Female,177,
Taranaki Region,Level 5 or level 6 diploma,60-64 years,Male,276,
Taranaki Region,Level 5 or level 6 diploma,60-64 years,Female,354,
Taranaki Region,Bachelor degree and level 7 qualification,60-64 years,Male,165,
Taranaki Region,Bachelor degree and level 7 qualification,60-64 years,Female,159,
Taranaki Region,Post-graduate and honours degrees,60-64 years,Male,36,
Taranaki Region,Post-graduate and honours degrees,60-64 years,Female,54,
Taranaki Region,Masters degree,60-64 years,Male,39,
Taranaki Region,Masters degree,60-64 years,Female,36,
Taranaki Region,Doctorate degree,60-64 years,Male,18,
Taranaki Region,Doctorate degree,60-64 years,Female,0,
Taranaki Region,Overseas secondary school qualification,60-64 years,Male,87,
Taranaki Region,Overseas secondary school qualification,60-64 years,Female,105,
Taranaki Region,Not elsewhere included,60-64 years,Male,411,
Taranaki Region,Not elsewhere included,60-64 years,Female,384,
Manawatu-Wanganui Region,No qualification,60-64 years,Male,1920,
Manawatu-Wanganui Region,No qualification,60-64 years,Female,2163,
Manawatu-Wanganui Region,Level 1 certificate,60-64 years,Male,723,
Manawatu-Wanganui Region,Level 1 certificate,60-64 years,Female,1059,
Manawatu-Wanganui Region,Level 2 certificate,60-64 years,Male,390,
Manawatu-Wanganui Region,Level 2 certificate,60-64 years,Female,408,
Manawatu-Wanganui Region,Level 3 certificate,60-64 years,Male,216,
Manawatu-Wanganui Region,Level 3 certificate,60-64 years,Female,222,
Manawatu-Wanganui Region,Level 4 certificate,60-64 years,Male,942,
Manawatu-Wanganui Region,Level 4 certificate,60-64 years,Female,369,
Manawatu-Wanganui Region,Level 5 or level 6 diploma,60-64 years,Male,531,
Manawatu-Wanganui Region,Level 5 or level 6 diploma,60-64 years,Female,717,
Manawatu-Wanganui Region,Bachelor degree and level 7 qualification,60-64 years,Male,402,
Manawatu-Wanganui Region,Bachelor degree and level 7 qualification,60-64 years,Female,459,
Manawatu-Wanganui Region,Post-graduate and honours degrees,60-64 years,Male,93,
Manawatu-Wanganui Region,Post-graduate and honours degrees,60-64 years,Female,132,
Manawatu-Wanganui Region,Masters degree,60-64 years,Male,144,
Manawatu-Wanganui Region,Masters degree,60-64 years,Female,111,
Manawatu-Wanganui Region,Doctorate degree,60-64 years,Male,111,
Manawatu-Wanganui Region,Doctorate degree,60-64 years,Female,48,
Manawatu-Wanganui Region,Overseas secondary school qualification,60-64 years,Male,150,
Manawatu-Wanganui Region,Overseas secondary school qualification,60-64 years,Female,204,
Manawatu-Wanganui Region,Not elsewhere included,60-64 years,Male,681,
Manawatu-Wanganui Region,Not elsewhere included,60-64 years,Female,759,
Wellington Region,No qualification,60-64 years,Male,2277,
Wellington Region,No qualification,60-64 years,Female,2967,
Wellington Region,Level 1 certificate,60-64 years,Male,1071,
Wellington Region,Level 1 certificate,60-64 years,Female,1710,
Wellington Region,Level 2 certificate,60-64 years,Male,816,
Wellington Region,Level 2 certificate,60-64 years,Female,777,
Wellington Region,Level 3 certificate,60-64 years,Male,585,
Wellington Region,Level 3 certificate,60-64 years,Female,417,
Wellington Region,Level 4 certificate,60-64 years,Male,1548,
Wellington Region,Level 4 certificate,60-64 years,Female,594,
Wellington Region,Level 5 or level 6 diploma,60-64 years,Male,1116,
Wellington Region,Level 5 or level 6 diploma,60-64 years,Female,1431,
Wellington Region,Bachelor degree and level 7 qualification,60-64 years,Male,1428,
Wellington Region,Bachelor degree and level 7 qualification,60-64 years,Female,1335,
Wellington Region,Post-graduate and honours degrees,60-64 years,Male,390,
Wellington Region,Post-graduate and honours degrees,60-64 years,Female,447,
Wellington Region,Masters degree,60-64 years,Male,639,
Wellington Region,Masters degree,60-64 years,Female,579,
Wellington Region,Doctorate degree,60-64 years,Male,264,
Wellington Region,Doctorate degree,60-64 years,Female,129,
Wellington Region,Overseas secondary school qualification,60-64 years,Male,624,
Wellington Region,Overseas secondary school qualification,60-64 years,Female,879,
Wellington Region,Not elsewhere included,60-64 years,Male,1149,
Wellington Region,Not elsewhere included,60-64 years,Female,1194,
Tasman Region,No qualification,60-64 years,Male,411,
Tasman Region,No qualification,60-64 years,Female,435,
Tasman Region,Level 1 certificate,60-64 years,Male,186,
Tasman Region,Level 1 certificate,60-64 years,Female,294,
Tasman Region,Level 2 certificate,60-64 years,Male,93,
Tasman Region,Level 2 certificate,60-64 years,Female,117,
Tasman Region,Level 3 certificate,60-64 years,Male,60,
Tasman Region,Level 3 certificate,60-64 years,Female,57,
Tasman Region,Level 4 certificate,60-64 years,Male,288,
Tasman Region,Level 4 certificate,60-64 years,Female,111,
Tasman Region,Level 5 or level 6 diploma,60-64 years,Male,189,
Tasman Region,Level 5 or level 6 diploma,60-64 years,Female,258,
Tasman Region,Bachelor degree and level 7 qualification,60-64 years,Male,141,
Tasman Region,Bachelor degree and level 7 qualification,60-64 years,Female,162,
Tasman Region,Post-graduate and honours degrees,60-64 years,Male,42,
Tasman Region,Post-graduate and honours degrees,60-64 years,Female,33,
Tasman Region,Masters degree,60-64 years,Male,45,
Tasman Region,Masters degree,60-64 years,Female,45,
Tasman Region,Doctorate degree,60-64 years,Male,18,
Tasman Region,Doctorate degree,60-64 years,Female,3,
Tasman Region,Overseas secondary school qualification,60-64 years,Male,63,
Tasman Region,Overseas secondary school qualification,60-64 years,Female,99,
Tasman Region,Not elsewhere included,60-64 years,Male,144,
Tasman Region,Not elsewhere included,60-64 years,Female,141,
Nelson Region,No qualification,60-64 years,Male,273,
Nelson Region,No qualification,60-64 years,Female,354,
Nelson Region,Level 1 certificate,60-64 years,Male,159,
Nelson Region,Level 1 certificate,60-64 years,Female,228,
Nelson Region,Level 2 certificate,60-64 years,Male,96,
Nelson Region,Level 2 certificate,60-64 years,Female,111,
Nelson Region,Level 3 certificate,60-64 years,Male,51,
Nelson Region,Level 3 certificate,60-64 years,Female,51,
Nelson Region,Level 4 certificate,60-64 years,Male,216,
Nelson Region,Level 4 certificate,60-64 years,Female,99,
Nelson Region,Level 5 or level 6 diploma,60-64 years,Male,162,
Nelson Region,Level 5 or level 6 diploma,60-64 years,Female,228,
Nelson Region,Bachelor degree and level 7 qualification,60-64 years,Male,132,
Nelson Region,Bachelor degree and level 7 qualification,60-64 years,Female,174,
Nelson Region,Post-graduate and honours degrees,60-64 years,Male,42,
Nelson Region,Post-graduate and honours degrees,60-64 years,Female,51,
Nelson Region,Masters degree,60-64 years,Male,42,
Nelson Region,Masters degree,60-64 years,Female,45,
Nelson Region,Doctorate degree,60-64 years,Male,27,
Nelson Region,Doctorate degree,60-64 years,Female,9,
Nelson Region,Overseas secondary school qualification,60-64 years,Male,78,
Nelson Region,Overseas secondary school qualification,60-64 years,Female,75,
Nelson Region,Not elsewhere included,60-64 years,Male,114,
Nelson Region,Not elsewhere included,60-64 years,Female,144,
Marlborough Region,No qualification,60-64 years,Male,393,
Marlborough Region,No qualification,60-64 years,Female,489,
Marlborough Region,Level 1 certificate,60-64 years,Male,213,
Marlborough Region,Level 1 certificate,60-64 years,Female,291,
Marlborough Region,Level 2 certificate,60-64 years,Male,93,
Marlborough Region,Level 2 certificate,60-64 years,Female,120,
Marlborough Region,Level 3 certificate,60-64 years,Male,51,
Marlborough Region,Level 3 certificate,60-64 years,Female,51,
Marlborough Region,Level 4 certificate,60-64 years,Male,318,
Marlborough Region,Level 4 certificate,60-64 years,Female,96,
Marlborough Region,Level 5 or level 6 diploma,60-64 years,Male,150,
Marlborough Region,Level 5 or level 6 diploma,60-64 years,Female,192,
Marlborough Region,Bachelor degree and level 7 qualification,60-64 years,Male,111,
Marlborough Region,Bachelor degree and level 7 qualification,60-64 years,Female,90,
Marlborough Region,Post-graduate and honours degrees,60-64 years,Male,27,
Marlborough Region,Post-graduate and honours degrees,60-64 years,Female,24,
Marlborough Region,Masters degree,60-64 years,Male,27,
Marlborough Region,Masters degree,60-64 years,Female,27,
Marlborough Region,Doctorate degree,60-64 years,Male,9,
Marlborough Region,Doctorate degree,60-64 years,Female,3,
Marlborough Region,Overseas secondary school qualification,60-64 years,Male,39,
Marlborough Region,Overseas secondary school qualification,60-64 years,Female,63,
Marlborough Region,Not elsewhere included,60-64 years,Male,156,
Marlborough Region,Not elsewhere included,60-64 years,Female,177,
West Coast Region,No qualification,60-64 years,Male,375,
West Coast Region,No qualification,60-64 years,Female,345,
West Coast Region,Level 1 certificate,60-64 years,Male,123,
West Coast Region,Level 1 certificate,60-64 years,Female,165,
West Coast Region,Level 2 certificate,60-64 years,Male,54,
West Coast Region,Level 2 certificate,60-64 years,Female,48,
West Coast Region,Level 3 certificate,60-64 years,Male,36,
West Coast Region,Level 3 certificate,60-64 years,Female,30,
West Coast Region,Level 4 certificate,60-64 years,Male,198,
West Coast Region,Level 4 certificate,60-64 years,Female,57,
West Coast Region,Level 5 or level 6 diploma,60-64 years,Male,87,
West Coast Region,Level 5 or level 6 diploma,60-64 years,Female,114,
West Coast Region,Bachelor degree and level 7 qualification,60-64 years,Male,45,
West Coast Region,Bachelor degree and level 7 qualification,60-64 years,Female,42,
West Coast Region,Post-graduate and honours degrees,60-64 years,Male,21,
West Coast Region,Post-graduate and honours degrees,60-64 years,Female,12,
West Coast Region,Masters degree,60-64 years,Male,3,
West Coast Region,Masters degree,60-64 years,Female,15,
West Coast Region,Doctorate degree,60-64 years,Male,3,
West Coast Region,Doctorate degree,60-64 years,Female,0,
West Coast Region,Overseas secondary school qualification,60-64 years,Male,24,
West Coast Region,Overseas secondary school qualification,60-64 years,Female,24,
West Coast Region,Not elsewhere included,60-64 years,Male,159,
West Coast Region,Not elsewhere included,60-64 years,Female,117,
Canterbury Region,No qualification,60-64 years,Male,3888,
Canterbury Region,No qualification,60-64 years,Female,4506,
Canterbury Region,Level 1 certificate,60-64 years,Male,1935,
Canterbury Region,Level 1 certificate,60-64 years,Female,2685,
Canterbury Region,Level 2 certificate,60-64 years,Male,999,
Canterbury Region,Level 2 certificate,60-64 years,Female,1152,
Canterbury Region,Level 3 certificate,60-64 years,Male,705,
Canterbury Region,Level 3 certificate,60-64 years,Female,516,
Canterbury Region,Level 4 certificate,60-64 years,Male,2313,
Canterbury Region,Level 4 certificate,60-64 years,Female,912,
Canterbury Region,Level 5 or level 6 diploma,60-64 years,Male,1461,
Canterbury Region,Level 5 or level 6 diploma,60-64 years,Female,1971,
Canterbury Region,Bachelor degree and level 7 qualification,60-64 years,Male,1302,
Canterbury Region,Bachelor degree and level 7 qualification,60-64 years,Female,1251,
Canterbury Region,Post-graduate and honours degrees,60-64 years,Male,288,
Canterbury Region,Post-graduate and honours degrees,60-64 years,Female,351,
Canterbury Region,Masters degree,60-64 years,Male,396,
Canterbury Region,Masters degree,60-64 years,Female,318,
Canterbury Region,Doctorate degree,60-64 years,Male,192,
Canterbury Region,Doctorate degree,60-64 years,Female,75,
Canterbury Region,Overseas secondary school qualification,60-64 years,Male,594,
Canterbury Region,Overseas secondary school qualification,60-64 years,Female,756,
Canterbury Region,Not elsewhere included,60-64 years,Male,1449,
Canterbury Region,Not elsewhere included,60-64 years,Female,1452,
Otago Region,No qualification,60-64 years,Male,1482,
Otago Region,No qualification,60-64 years,Female,1722,
Otago Region,Level 1 certificate,60-64 years,Male,708,
Otago Region,Level 1 certificate,60-64 years,Female,900,
Otago Region,Level 2 certificate,60-64 years,Male,357,
Otago Region,Level 2 certificate,60-64 years,Female,333,
Otago Region,Level 3 certificate,60-64 years,Male,246,
Otago Region,Level 3 certificate,60-64 years,Female,222,
Otago Region,Level 4 certificate,60-64 years,Male,897,
Otago Region,Level 4 certificate,60-64 years,Female,342,
Otago Region,Level 5 or level 6 diploma,60-64 years,Male,522,
Otago Region,Level 5 or level 6 diploma,60-64 years,Female,726,
Otago Region,Bachelor degree and level 7 qualification,60-64 years,Male,495,
Otago Region,Bachelor degree and level 7 qualification,60-64 years,Female,528,
Otago Region,Post-graduate and honours degrees,60-64 years,Male,132,
Otago Region,Post-graduate and honours degrees,60-64 years,Female,171,
